"V1","V2","V3","V4"
0.407308566752114,0.364990389372791,0.449982486472376,0.9999
0.592691433247887,0.550017513527624,0.635009610627209,0.9999
0.601983531607513,0.574984531914085,0.628189660966017,0.9999
0.398016468392487,0.371810339033983,0.425015468085915,0.9999
0.491808106749204,0.46263550051108,0.520068999225053,0.9999
0.508191893250796,0.479931000774947,0.53736449948892,0.9999
0.0753029290377346,0.0518654494548451,0.103662388089068,0.9999
0.0370144902926345,0.0215116639131753,0.0590210954041569,0.9999
0.148471170775332,0.115650443001247,0.186504164110338,0.9999
0.316419200732292,0.271610032139385,0.362248216678138,0.9999
0.176578846454111,0.140749180319167,0.2156115264041,0.9999
0.115888208322483,0.0862513039529677,0.149916865600507,0.9999
0.0781191261593063,0.054725311645186,0.10669529101887,0.9999
0.0470523002976679,0.0291465227695799,0.0713693195093785,0.9999
0.0455213821113949,0.0348133676507199,0.0582379759359528,0.9999
0.0683251160278305,0.0547039789920232,0.0835332653634406,0.9999
0.122070840793141,0.10456773025031,0.141283304234672,0.9999
0.269033652778608,0.244783464790429,0.294222890714877,0.9999
0.203014854800918,0.181070809642187,0.22605181236816,0.9999
0.161104595272278,0.14147123849123,0.183155817984102,0.9999
0.0690113646311588,0.055642189171899,0.0840679166605652,0.9999
0.0600593329809611,0.0478273466225811,0.07430091809339,0.9999
0.043527811468776,0.0326964745816091,0.0569075456765007,0.9999
0.0751133925736714,0.0611050215427827,0.0913585311933147,0.9999
0.297534331548578,0.271168225854078,0.324023276341808,0.9999
0.230165426415615,0.206567230478935,0.255837569523384,0.9999
0.137359791279497,0.118579698449688,0.158305485293432,0.9999
0.122777632795026,0.10419901809211,0.142455806420959,0.9999
0.055899168794056,0.0432702397546278,0.0705582720560415,0.9999
0.0358454362469898,0.0260251182766434,0.047683351246512,0.9999
0.873333821216839,0.85998832994527,0.885783929215377,0.9999
0.126666178783161,0.114216070784623,0.14001167005473,0.9999
