"V1","V2","V3","V4"
0.407160866088163,0.364966464690674,0.449198550139341,0.9999
0.592839133911837,0.550801449860659,0.635033535309326,0.9999
0.602248411069993,0.5754086943509,0.629400717999464,0.9999
0.397751588930007,0.370599282000536,0.4245913056491,0.9999
0.491773911054205,0.463522371822838,0.51971674734453,0.9999
0.508226088945795,0.48028325265547,0.536477628177162,0.9999
0.0751222881313209,0.0512989768419478,0.104091212599249,0.9999
0.037054180041949,0.0216849807838891,0.0582773542644414,0.9999
0.148519340838846,0.116457033139267,0.186065668009158,0.9999
0.31661685023274,0.271398092317775,0.363373372723391,0.9999
0.176720022710589,0.141780551505526,0.21551606600122,0.9999
0.115940067739507,0.0869343080607744,0.149941536610777,0.9999
0.0773599005168818,0.0540366427126117,0.107921252024621,0.9999
0.0475130996267814,0.0298799551201588,0.0704381323835101,0.9999
0.0455056550889283,0.0347857462754378,0.0579776499670428,0.9999
0.0683735369854114,0.05514718055871,0.0832053136241677,0.9999
0.121985715992309,0.104364194178259,0.141422465159721,0.9999
0.268964829268081,0.244750339203443,0.294222265414186,0.9999
0.203098609082198,0.181146459897555,0.22607531292124,0.9999
0.160899014017056,0.140545526890072,0.183045060559239,0.9999
0.0692057814999797,0.0555932027247729,0.0842563361777819,0.9999
0.0601096186519511,0.0477627822215446,0.0745923188336243,0.9999
0.0435549444902931,0.0326124348001896,0.0570581202723831,0.9999
0.0750395663895787,0.0607539191040183,0.091322868529878,0.9999
0.297849953912865,0.271697482516027,0.324493214853158,0.9999
0.230425385267888,0.206446378970099,0.254992368543684,0.9999
0.13750319686256,0.118452875449835,0.158167952553603,0.9999
0.122420949653556,0.104022454082785,0.142234417068538,0.9999
0.0558319420092916,0.0434060861594589,0.0700636753842618,0.9999
0.0355722989680852,0.0259831288038249,0.047192606082633,0.9999
0.873305060472802,0.860193605035464,0.885553117135045,0.9999
0.126694939527198,0.114446882864955,0.139806394964536,0.9999
