"V1","V2","V3","V4"
0.406518518831483,0.365727430924742,0.449114077069767,0.9999
0.593481481168517,0.550885922930233,0.634272569075258,0.9999
0.602135953604811,0.574658440811003,0.629411050691767,0.9999
0.397864046395189,0.370588949308233,0.425341559188997,0.9999
0.491714611819348,0.463583645643189,0.520504800779876,0.9999
0.508285388180652,0.479495199220124,0.536416354356811,0.9999
0.0751288925048301,0.0516518287960811,0.103472623807578,0.9999
0.0372274351095316,0.0215565349523754,0.0589678602046081,0.9999
0.14884867028789,0.116418877568851,0.185950116880279,0.9999
0.316000044299484,0.269962189601074,0.362797723105803,0.9999
0.176937719222103,0.141994796430413,0.216507994008043,0.9999
0.115936460769409,0.0869854454348675,0.15032933349294,0.9999
0.0778313660539417,0.0540583771863108,0.106462246091432,0.9999
0.0471787103153858,0.0292488850574621,0.0714600289596811,0.9999
0.0454124798808573,0.034800739332575,0.0577687520137476,0.9999
0.0683090790739896,0.054937500316606,0.0832516880319062,0.9999
0.122072634825016,0.104889232112584,0.14121978491397,0.9999
0.268850892555419,0.244896463336484,0.294194693933247,0.9999
0.203056768057054,0.181274802578507,0.226253276213674,0.9999
0.161392380695638,0.141278974592022,0.182465401787719,0.9999
0.0691267382122074,0.0556526329114458,0.084274179067614,0.9999
0.0600761198645952,0.0476273817314561,0.0743041183659305,0.9999
0.0434643614021639,0.0325497179855938,0.0563184410908428,0.9999
0.0750484327337215,0.060696803203266,0.0910101954788628,0.9999
0.298041813375851,0.27164833259714,0.324628385869887,0.9999
0.230459268286708,0.206445003054118,0.255433518909013,0.9999
0.137477049069856,0.118034501298381,0.158634394246808,0.9999
0.122464903997598,0.104294667628133,0.142589016599424,0.9999
0.0558724499995608,0.0435742783038932,0.0700044108140686,0.9999
0.0356309373271087,0.0260441188417985,0.0474151834888031,0.9999
0.873336385506222,0.859877460680146,0.885449441138559,0.9999
0.126663614493778,0.114550558861441,0.140122539319854,0.9999
