"V1","V2","V3","V4"
0.406770405456825,0.365011064352642,0.449060638140947,0.9999
0.593229594543175,0.550939361859053,0.634988935647358,0.9999
0.602236463581711,0.574942955516571,0.629437046527671,0.9999
0.397763536418289,0.370562953472329,0.425057044483429,0.9999
0.491049256424499,0.463046449165133,0.520154609209743,0.9999
0.508950743575501,0.479845390790256,0.536953550834867,0.9999
0.0751715680457269,0.0517404318007013,0.103641465836732,0.9999
0.0370561677439297,0.0212800873956436,0.058725000708228,0.9999
0.148905700188868,0.116332096869189,0.186113207284549,0.9999
0.316619281288928,0.271407106773772,0.363329962854945,0.9999
0.176199260877012,0.141671468243503,0.215264868630635,0.9999
0.115627824194041,0.0877030294752184,0.149313616222327,0.9999
0.0779970201695495,0.0546975277925776,0.107431812961174,0.9999
0.047288434527297,0.0293279353855158,0.0712132924591424,0.9999
0.0454911766742662,0.0347450985493801,0.0579989390502926,0.9999
0.0682658857846391,0.0550636915997378,0.0829434451569544,0.9999
0.122359024884873,0.104946724993617,0.141421879973607,0.9999
0.269195703885512,0.244555319495026,0.294657383741533,0.9999
0.20276053023494,0.180936057866889,0.225981368703039,0.9999
0.161233054102237,0.141163353256188,0.182337275703762,0.9999
0.0690506284610914,0.0556738250720809,0.0844071998154918,0.9999
0.0599099052749731,0.0477959642408338,0.0741286433061693,0.9999
0.0435276368148847,0.0328394755801721,0.0561732246421731,0.9999
0.0751179464604029,0.0610480378513015,0.0913124725413445,0.9999
0.297986757605897,0.271780948138453,0.325435395290405,0.9999
0.230097292261498,0.206361413074367,0.255040447453734,0.9999
0.137362975030317,0.118368950294716,0.15810166870684,0.9999
0.122686616039351,0.103987527387043,0.141947711386352,0.9999
0.0558889407230562,0.0434537233604467,0.069880558625482,0.9999
0.0355633234402595,0.026017131311506,0.0475954617752059,0.9999
0.873291870091403,0.86022271228212,0.885492183480978,0.9999
0.126708129908597,0.114507816519022,0.13977728771788,0.9999
