"V1","V2","V3","V4"
0.000661214139194281,0.000225941991878087,0.00158976720123421,0.3067
0.0255632914257864,0.00970386971130965,0.0582365009259121,0.3091
0.0183672445393067,0.0048492472531177,0.0574802035702045,0.4058
0.0107993182315818,0.00268186087639558,0.0380384642349758,0.4332
0.00174520452420254,0.000236104923871185,0.0104130135274333,0.4089
0.000920752520538113,0.00022009243977968,0.00285609378040559,0.4154
0,0,0,0
0.573240212501145,-0.21478882490741,1.43687033671372,0.3602
0.193860073076779,-0.257481172461081,0.637720637901148,0.4876
0.103626982090884,-0.614108606172308,0.763633325864275,0.5745
0.289568128256629,-0.235982422723823,0.799232920440685,0.4975
0.71656883085095,0.0918389335609539,1.32758465109294,0.5346
-1.40879842320409,-2.18439224453681,-0.642445473299321,0.3911
-0.838518856410004,-1.67707022404194,-0.0180426099545555,0.371
-0.678378588433153,-2.16771215550498,0.501191371774373,0.5054
0.0557328747870451,-0.833128417142085,0.932281960728265,0.3932
-0.887756379297153,-2.09660751139008,0.126131401077048,0.5458
1.76948444991455,1.1775050977175,2.61545336445304,0.3829
