"V1","V2","V3","V4"
0.000705205051168162,0.000231273157698712,0.00160311396759654,0.366
0.0364478369249893,0.0166576203556792,0.0769418108445976,0.3303
0.0217625843170806,0.00663395782019553,0.066128869445438,0.4015
0.0144856717758036,0.00387221557270987,0.0441195345219035,0.4714
0.00321714126156065,0.000410849929231739,0.0153255951145815,0.44
0.00119376115050717,0.000274012559317977,0.00323819402484354,0.425
0,0,0,0
0.00359000064121946,-0.726711730553331,0.706924580928853,0.3909
0.150091844173922,-0.28336944940517,0.597454746097997,0.4935
0.101308493999266,-0.598953027350945,0.718742995798783,0.575
0.278275846391027,-0.240102518369928,0.809995146944941,0.5313
0.714797066591727,0.0983962225503648,1.28445818940579,0.5456
-1.36211913053876,-2.10085089597468,-0.621780229386428,0.3991
-0.835415908596033,-1.71074991596409,-0.0072778615792406,0.3762
-0.725304457598274,-2.09030100969652,0.392140471306817,0.5029
0.16475277493099,-0.735644457470434,0.99797986205442,0.4113
-0.88121180612682,-2.01968998219616,0.105105345643587,0.5495
1.76148034046199,1.15179214924521,2.49009640248548,0.4019
