"V1","V2","V3","V4"
0.407236104743501,0.365964634182969,0.449393349070844,0.9999
0.592763895256499,0.550606650929156,0.634035365817031,0.9999
0.601879123985283,0.574341490498288,0.62887665095187,0.9999
0.398120876014718,0.37112334904813,0.425658509501712,0.9999
0.491690450669209,0.463087450395596,0.520059293221203,0.9999
0.508309549330791,0.479940706778797,0.536912549604404,0.9999
0.0752496604762138,0.052099706316762,0.104532070713757,0.9999
0.0369195956713892,0.0213146627177321,0.0587945191459445,0.9999
0.148844513986804,0.116210894648117,0.186357046654381,0.9999
0.316348826952884,0.27188361025683,0.363577625785522,0.9999
0.176246126176151,0.141094622372441,0.216422183839554,0.9999
0.115783668759294,0.086849781864227,0.149996354251779,0.9999
0.077754214656231,0.0540591734332137,0.106776497730649,0.9999
0.0475258241547941,0.0294138943577328,0.0710851516898587,0.9999
0.0454671566147407,0.0349701457500581,0.0581005272662832,0.9999
0.0683415177285459,0.0552625544591016,0.0831559882079624,0.9999
0.122112074168475,0.104915460698729,0.141025505184793,0.9999
0.26901748005171,0.245591812441745,0.295035337911388,0.9999
0.202745613230691,0.181294490549088,0.225951384098686,0.9999
0.161144692448475,0.1412707995505,0.182464790510481,0.9999
0.0691311536971892,0.0559460155734397,0.0842626775483838,0.9999
0.0601251036575346,0.0474993125604937,0.0743571949800726,0.9999
0.0436194790101883,0.0327516100932183,0.0564878621416155,0.9999
0.0751722587708354,0.0608070245326065,0.0912863590473473,0.9999
0.297902657998495,0.271567151085666,0.324588055078478,0.9999
0.230114464137017,0.205996660901428,0.255244003754885,0.9999
0.137474406301995,0.118341819773085,0.157464748118207,0.9999
0.122556705912975,0.104701976536061,0.14241166304762,0.9999
0.0558499727289519,0.0435024921726115,0.0701653247748843,0.9999
0.0356803839826647,0.0259151774687384,0.0476127890178055,0.9999
0.873134638672514,0.860098251537246,0.885422961829527,0.9999
0.126865361327486,0.114577038170473,0.139901748462754,0.9999
