"V1","V2","V3","V4"
0.406959272597147,0.365393547255573,0.449502983239553,0.9999
0.593040727402854,0.550497016760447,0.634606452744427,0.9999
0.602445956651239,0.574739517065098,0.629528733435615,0.9999
0.397554043348761,0.370471266564385,0.425260482934902,0.9999
0.491544280692469,0.462757480119792,0.519937099375066,0.9999
0.508455719307531,0.480062900624934,0.537242519880208,0.9999
0.0751994357482434,0.0515918287036999,0.103704247190895,0.9999
0.037334145071658,0.0215241044829436,0.0584849056813978,0.9999
0.148945941468881,0.116326953943657,0.185989069231155,0.9999
0.316119454984353,0.271266125792869,0.363912540768151,0.9999
0.176754918646095,0.141825069711549,0.215514553581663,0.9999
0.116111146228419,0.0866509028061776,0.150067725337176,0.9999
0.0776870396754,0.0537826415570344,0.106969065386787,0.9999
0.0472093731028788,0.0292714967686113,0.0711010742555161,0.9999
0.0453493159601358,0.0345625172276414,0.0579445756198924,0.9999
0.0683704276524028,0.0551303505437882,0.0832986137446039,0.9999
0.122229286421149,0.104625221830656,0.141214352866521,0.9999
0.26899833640224,0.244904162870612,0.294711091244345,0.9999
0.202893348857871,0.181325428750698,0.226253412315815,0.9999
0.161191897207143,0.141701304772768,0.182610142867127,0.9999
0.0691646183758548,0.0558536003805291,0.0842401108166714,0.9999
0.0599447811003428,0.0477241280208316,0.0746711182665791,0.9999
0.0435939397762762,0.0327214585307378,0.0562926113345144,0.9999
0.0751493010654392,0.0608888163592872,0.0909046789145746,0.9999
0.29792008300024,0.271478450935897,0.325047631528351,0.9999
0.23049243905816,0.206817551592017,0.255591856498664,0.9999
0.137478558711929,0.118378664081765,0.158185562234605,0.9999
0.12239123959522,0.10393842230252,0.142625151584034,0.9999
0.0558319022347541,0.0435131441065489,0.0701646502562956,0.9999
0.0356658381270934,0.0258535742299582,0.0476868904381224,0.9999
0.8732434234024,0.860213683030108,0.885526037754206,0.9999
0.1267565765976,0.114473962245794,0.139786316969892,0.9999
