"V1","V2","V3","V4"
0.000634291903659303,0.000219772120429396,0.00163747281779294,0.3955
0.0248872619948902,0.00928215640325715,0.0620161613046986,0.3134
0.017853779355826,0.00470934227815297,0.0604685556711264,0.377
0.0106357553189194,0.00263543211249198,0.0383468284663907,0.4382
0.00179892899338137,0.000270129248226631,0.012563303006665,0.3399
0.000903073094241802,0.000214299569868506,0.00286449022266026,0.3993
0,0,0,0
0.562621434642362,-0.27249178069084,1.40434610463098,0.3616
0.199709039605331,-0.245286591893095,0.661624299582458,0.4884
0.100498480263134,-0.628887516990436,0.752439641954844,0.5581
0.299868010378432,-0.253660983703453,0.825214799692324,0.5168
0.706041646310325,0.0348852690947428,1.34187443735975,0.5273
-1.36487711488523,-2.10396867875348,-0.610937576388972,0.4037
-0.7887368410963,-1.65943430021867,0.0234147714177407,0.3869
-0.644957453623627,-2.07773364319986,0.495199939100747,0.5103
0.0307573119812361,-0.854728011887085,0.899987769533537,0.3936
-0.893321293246061,-2.17386220144263,0.136582065713096,0.5437
1.6968141937117,1.15035771747242,2.49838881448447,0.3919
